x_km,y_km,z_km,tsec
-5189.642218311146,2777.254053438408,3918.462327571027,0.0
-5191.364901369401,2714.6030795189977,3959.876873193779,10.0
-5192.5023084527365,2651.6460604626864,4000.844981158967,20.0
-5193.054313144483,2588.3900949883255,4041.36203410899,30.0
-5193.020855246493,2524.8423155833584,4081.423465737619,40.0
-5192.401940785082,2461.009887691221,4121.024761309235,50.0
-5191.197642009319,2396.900008894954,4160.161458172088,60.0
-5189.408097381687,2332.5199080971465,4198.8291462655425,70.0
-5187.033511561099,2267.876844696282,4237.023468621234,80.0
-5184.07415537828,2202.97810775961,4274.740121858081,90.0
-5180.5303658035255,2137.831015192619,4311.9748566711005,100.0
-5176.402545906827,2072.4429129052323,4348.723478313961,110.0
-5171.691164810363,2006.8211739747967,4384.981847075223,120.0
-5166.396757633405,1940.9731978059967,4420.745878748204,130.0
-5160.519925429588,1874.9064092877627,4456.011545094425,140.0
-5154.061335116591,1808.6282579472993,4490.774874300573,150.0
-5147.021719398233,1742.1462171013118,4525.0319514289295,160.0
-5139.401876678975,1675.4677830045503,4558.778918861215,170.0
-5131.202670970869,1608.6004739957568,4592.0119767357955,180.0
-5122.4250317929345,1541.5518296411326,4624.727383378204,190.0
-5113.069954062998,1474.3294098754088,4656.921455724919,200.0
-5103.138497982002,1406.9407941406407,4688.590569740359,210.0
-5092.631788910795,1339.3935805228127,4719.731160827038,220.0
-5081.551017239426,1271.6953848863661,4750.339724228849,230.0
-5069.897438248949,1203.853840006749,4780.412815427401,240.0
-5057.672371965769,1135.8765947010877,4809.947050531394,250.0
-5044.87720300853,1067.7713129570895,4838.939106658967,260.0
-5031.513380427586,999.5456730602746,4867.3857223129935,270.0
-5017.5824175370635,931.207366719644,4895.283697749253,280.0
-5003.08589173952,862.7640981918792,4922.629895337467,290.0
-4988.025444343266,794.2235834041909,4949.421239915141,300.0
-4972.402780372318,725.5935490759078,4975.65471913417,310.0
-4956.219668369058,656.8817318389182,5001.327383800187,320.0
-4939.477940189579,588.0958773570601,5026.436348204592,330.0
-4922.179490791777,519.2437394445684,5050.97879044924,340.0
-4904.3262780161995,450.3330791836906,5074.95195276374,350.0
-4885.920322359673,381.37166404155414,5098.353141815347,360.0
-4866.963706741767,312.3672669864212,5121.179729011394,370.0
-4847.458576264067,243.3276656033964,5143.4291507942335,380.0
-4827.407137962365,174.26064120973493,5165.098908928665,390.0
-4806.811660551712,105.1739779698115,5186.18657078181,400.0
-4785.674474164448,36.07546200989289,5206.689769595396,410.0
-4763.997970081169,-33.02711946720999,5226.606204750444,420.0
-4741.784600454722,-102.12597906748665,5245.933642024294,430.0
-4719.036878027214,-171.21333009098046,5264.669913839977,440.0
-4695.757375840123,-240.2813874168293,5282.8129195078745,450.0
-4671.948726937489,-309.32236838800884,5300.360625459665,460.0
-4647.61362406227,-378.3284936956596,5317.311065474521,470.0
-4622.754819345872,-447.29198826289354,5333.662340897517,480.0
-4597.375123990908,-516.2050821279977,5349.41262085027,490.0
-4571.477407947213,-585.0600113268918,5364.560142433728,500.0
-4545.064599581152,-653.8490187747911,5379.103210923136,510.0
-4518.1396853382985,-722.5643551469066,5393.04019995514,520.0
-4490.705709399462,-791.1982797581381,5406.369551707006,530.0
-4462.765773330163,-859.7430614416278,5419.089777067941,540.0
-4434.323035723574,-928.1909794260599,5431.199455802493,550.0
-4405.380711836972,-996.5343242116484,5442.69723670603,560.0
-4375.942073221747,-1064.7653984446536,5453.581837752249,570.0
-4346.010447347018,-1132.8765177903797,5463.852046232748,580.0
-4315.589217216899,-1200.8600118045053,5473.506718888594,590.0
-4284.68182098146,-1268.708224802684,5482.544782033921,600.0
-4253.291751541438,-1336.4135167282816,5490.9652316715155,610.0
-4221.422556146729,-1403.9682640181775,5498.767133600395,620.0
-4189.077835988739,-1471.3648604665052,5505.949623515361,630.0
-4156.261245786615,-1538.5957180862463,5512.511907098523,640.0
-4122.976493367427,-1605.6532679685804,5518.453260102787,650.0
-4089.227339240335,-1672.5299611398711,5523.77302842729,660.0
-4055.0175961648147,-1739.2182694162236,5528.470628184799,670.0
-4020.3511287129727,-1805.7106862554688,5532.545545761036,680.0
-3985.2318528260166,-1871.9997276065278,5535.997337865954,690.0
-3949.663735364937,-1938.077932756006,5538.825631576954,700.0
-3913.65079365544,-2003.9378651719758,5541.03012437403,710.0
-3877.197095027206,-2069.5721133447846,5542.610584166846,720.0
-3840.30675634752,-2134.9732916248568,5543.566849313766,730.0
-3802.983943549326,-2200.1340410573434,5543.898828632798,740.0
-3765.232871153765,-2265.047030213565,5543.606501404491,750.0
-3727.057801787278,-2329.7049560190976,5542.689917366763,760.0
-3688.4630456932828,-2394.1005445784763,5541.149196701691,770.0
-3649.4529602385314,-2458.2265519963603,5538.984530014223,780.0
-3610.0319494141895,-2522.075765195104,5536.1961783028855,790.0
-3570.2044633316827,-2585.641002728619,5532.784472922406,800.0
-3529.9749977134084,-2648.915115592447,5528.749815538349,810.0
-3489.348093378326,-2711.890988029952,5524.092678073712,820.0
-3448.328335722539,-2774.561538334518,5518.813602647505,830.0
-3406.920354194882,-2836.9197196477003,5512.913201505347,840.0
-3365.128821767617,-2898.958520753197,5506.392156942064,850.0
-3322.9584544022755,-2960.6709668665844,5499.2512212163065,860.0
-3280.414010510729,-3022.0501204206967,5491.49121645722,870.0
-3237.5002904115295,-3083.089081846602,5483.113034563154,880.0
-3194.2221357816115,-3143.7809903500365,5474.117637092445,890.0
-3150.584429103404,-3204.1190246832475,5464.50605514628,900.0
-3106.5920931074234,-3264.0964039121445,5454.279389243672,910.0
-3062.2500902104143,-3323.7063881786657,5443.438809188534,920.0
-3017.5634219491103,-3382.942279458283,5431.98555392892,930.0
-2972.5371284096614,-3441.797422312564,5419.9209314084,940.0
-2927.17628765283,-3500.265204636691,5407.246318409623,950.0
-2881.486015134992,-3558.3390584018744,5393.963160390093,960.0
-2835.4714631250367,-3616.0124603925433,5380.072971310148,970.0
-2789.1378201172074,-3673.2789329382827,5365.577333453206,980.0
-2742.4903102399867,-3730.1320446403847,5350.4778972382765,990.0
-2695.534192661064,-3786.5654110929577,5334.776381024765,1000.0
-2648.274760988474,-3842.572695598522,5318.474570909609,1010.0
-2600.7173426679738,-3898.1476098779794,5301.574320516764,1020.0
-2552.867298376733,-3953.2839147749114,5284.077550779065,1030.0
-2504.7300214133948,-4007.9754209541184,5265.986249712512,1040.0
-2456.3109370845923,-4062.215989594312,5247.302472182964,1050.0
-2407.6155020879996,-4115.999533074885,5228.028339665336,1060.0
-2358.6492038919623,-4169.320015656707,5208.1660399952725,1070.0
-2309.417560111814,-4222.171454156834,5187.717827113366,1080.0
-2259.9261178829292,-4274.547918617091,5166.686020801939,1090.0
-2210.180453230588,-4326.443532966437,5145.0730064144245,1100.0
-2160.1861704367443,-4377.852475677034,5122.8812345973865,1110.0
-2109.9489014037517,-4428.768980413959,5100.113221005203,1120.0
-2059.474305015125,-4479.18733667851,5076.77154600747,1130.0
-2008.7680664934187,-4529.101890444974,5052.858854389131,1140.0
-1957.8358967553047,-4578.507044790843,5028.377855043415,1150.0
-1906.683531763897,-4627.397260520405,5003.331320657574,1160.0
-1855.316731878426,-4675.767056781613,4977.7220873914885,1170.0
-1803.7412812013274,-4723.61101167618,4951.553054549187,1180.0
-1751.9629869228213,-4770.923762862849,4924.827184243292,1190.0
-1699.987678663058,-4817.700008153746,4897.547501052466,1200.0
-1647.8212078119095,-4863.934506103776,4869.717091671873,1210.0
-1595.4694468664784,-4909.622076592982,4841.339104556724,1220.0
-1542.9382887663987,-4954.757601401819,4812.416749558933,1230.0
-1490.233646227028,-4999.33602477926,4782.953297556937,1240.0
-1437.3614510705684,-5043.352354003692,4752.952080078722,1250.0
-1384.3276535552286,-5086.801659936548,4722.416488918102,1260.0
-1331.1382217024861,-5129.679077568587,4691.349975744304,1270.0
-1277.7991406225333,-5171.979806558794,4659.7560517049,1280.0
-1224.3164118379852,-5213.699111765825,4627.638287022132,1290.0
-1170.6960526059172,-5254.832323771958,4595.000310582702,1300.0
-1116.9440952383295,-5295.374839399464,4561.845809521034,1310.0
-1063.066586421093,-5335.322122219382,4528.17852879611,1320.0
-1009.0695865314779,-5374.669703052617,4494.0022707618855,1330.0
-954.9591689543207,-5413.413180463319,4459.320894731377,1340.0
-900.7414193969284,-5451.54822124449,4424.138316534439,1350.0
-846.4224352027747,-5489.070560895777,4388.458508069303,1360.0
-792.0083246640979,-5525.976004093378,4352.2854968479405,1370.0
-737.5052063334459,-5562.260425152036,4315.623365535285,1380.0
-682.9192083342638,-5597.919768479075,4278.476251482369,1390.0
-628.2564676706083,-5632.950049020394,4240.848346253455,1400.0
-573.5231295360447,-5667.347352698437,4202.743895147201,1410.0
-518.7253466218357,-5701.107836842025,4164.167196711916,1420.0
-463.869278424466,-5734.227730608057,4125.122602254954,1430.0
-408.96109055261405,-5766.703335395017,4085.614515346344,1440.0
-354.0069540336175,-5798.531025248243,4045.6473913166674,1450.0
-299.01304461954675,-5829.7072472569225,4005.225736749276,1460.0
-243.98554209292186,-5860.228521942778,3964.3541089668925,1470.0
-188.93062957219615,-5890.091443640392,3923.0371155126645,1480.0
-133.8544928170389,-5919.292680869153,3881.279413625723,1490.0
-78.76331953353953,-5947.828976696751,3839.085709711323,1500.0
-23.663298679379032,-5975.697149094239,3796.460758805616,1510.0
31.439380230942305,-6002.894091282563,3753.4093640351143,1520.0
86.5385278207392,-6029.416772070592,3709.936376070932,1530.0
141.62795554557394,-6055.2622361845515,3666.0466925778305,1540.0
196.70147638738138,-6080.427604588875,3621.7452576581773,1550.0
251.75290554824656,-6104.910074798429,3577.037061290846,1560.0
306.7760611437318,-6128.706921182072,3531.927138765137,1570.0
361.76476489567904,-6151.8154952575205,3486.4205701097962,1580.0
416.7128428244211,-6174.233225977512,3440.5224795171703,1590.0
471.61412594030867,-6195.957620007217,3394.238034762603,1600.0
526.462450934503,-6216.986261992884,3347.572446619099,1610.0
581.2516608689197,-6237.31681482168,3300.5309682673546,1620.0
635.9756058652872,-6256.947019872736,3253.11889470121,1630.0
690.6281437932141,-6275.874697259331,3205.341562128594,1640.0
745.203140957199,-6294.097746062213,3157.20434736803,1650.0
799.6944727825169,-6311.614144554054,3108.712667240775,1660.0
854.096024499898,-6328.4219504149805,3059.871977958647,1670.0
908.4016918289082,-6344.5193009391905,3010.6877745076513,1680.0
962.6053816599931,-6359.904413232629,2961.165590027416,1690.0
1016.7010127350701,-6374.575584401703,2911.3109951865686,1700.0
1070.6825163266356,-6388.531191733028,2861.1295975540734,1710.0
1124.5438369152598,-6401.76969286417,2810.627040966646,1720.0
1178.278932865456,-6414.289625945406,2759.809004892281,1730.0
1231.8817770998028,-6426.089609792454,2708.68120378999,1740.0
1285.3463577712616,-6437.168344030173,2657.2493864658127,1750.0
1338.6666789336343,-6447.524609227237,2605.5193354251605,1760.0
1391.8367612100492,-6457.157267021745,2553.496866221609,1770.0
1444.8506424594407,-6466.06526023778,2501.1878268021533,1780.0
1497.7023784409266,-6474.247612992908,2448.598096849061,1790.0
1550.3860434760245,-6481.703430796589,2395.7335871183395,1800.0
1602.895731108616,-6488.431900639515,2342.6002387749472,1810.0
1655.225554762622,-6494.432291073878,2289.204022724776,1820.0
1707.369648397275,-6499.703952284521,2235.5509389435156,1830.0
1759.3221671599508,-6504.24631615102,2181.647015802455,1840.0
1811.077288036481,-6508.05889630067,2127.4983093913,1850.0
1862.6292104988552,-6511.141288152366,2073.1109028380943,1860.0
1913.972157150284,-6513.493168951393,2018.4909056262993,1870.0
1965.1003743675035,-6515.114297795127,1963.6444529091384,1880.0
2016.0081329403122,-6516.004515649647,1908.5777048212406,1890.0
2066.68972870819,-6516.163745357241,1853.2968457877214,1900.0
2117.1394831940415,-6515.591991634841,1797.808083830688,1910.0
2167.3517442348634,-6514.289341063375,1742.1176498733676,1920.0
2217.3208866093987,-6512.255962068035,1686.2317970418028,1930.0
2267.0413126626136,-6509.492104889496,1630.1567999643028,1940.0
2316.507452926974,-6505.998101546045,1573.898954068662,1950.0
2365.7137667404595,-6501.77436578669,1517.4645748772489,1960.0
2414.654742861224,-6496.821393035198,1460.8599973000325,1970.0
2463.3249000788537,-6491.139760325118,1404.0915749256499,1980.0
2511.7187878221584,-6484.730126225781,1347.165679310553,1990.0
2559.8309867634302,-6477.593230759285,1290.0886992663407,2000.0
2607.656109419091,-6469.729895308486,1232.8670401453528,2010.0
2655.1888007466796,-6461.141022516019,1175.5071231246066,2020.0
2702.4237387381318,-6451.82759617434,1118.0153844881243,2030.0
2749.3556350092363,-6441.790681106824,1060.3982749077845,2040.0
2795.979235385269,-6431.03142303993,1002.6622587227221,2050.0
2842.2893204827046,-6419.5510484664555,944.8138132173902,2060.0
2888.280706286938,-6407.3508644998865,886.8594278983607,2070.0
2933.9482447259934,-6394.432258719884,828.8056037699176,2080.0
2979.2868242401214,-6380.7966990089035,770.6588526085521,2090.0
3024.2913703472373,-6366.445733379986,712.4256962364277,2100.0
3068.9568462041525,-6351.380989795746,654.1126657938879,2110.0
3113.2782531635285,-6335.604175978556,595.7263010110823,2120.0
3157.2506313264926,-6319.117079211983,537.2731494788236,2130.0
3200.8690600908576,-6301.9215661334865,478.7597659187109,2140.0
3244.128658694909,-6284.0195825183855,420.19271145261786,2150.0
3287.024586756666,-6265.413153055174,361.57855287163886,2160.0
3329.552044808585,-6246.104381112146,302.92386190455534,2170.0
3371.7062748276594,-6226.095448495422,244.2352144858892,2180.0
3413.4825607608195,-6205.388615198354,185.51919002366697,2190.0
3454.8762290456198,-6183.986219142384,126.78237066692202,2200.0
3495.8826491261393,-6161.890675909343,68.03134057304959,2210.0
3536.4972339640403,-6139.104478465276,9.27268517508813,2220.0
3576.7154405447404,-6115.630196875765,-49.487009551020144,2230.0
3616.532770378642,-6091.470478012837,-108.24115781907264,2240.0
3655.944769997354,-6066.628045253459,-166.9831747650891,2250.0
3694.9470314448818,-6041.105698169684,-225.70647717957195,2260.0
3733.535192763719,-6014.906312210432,-284.4044842394543,2270.0
