x_km,y_km,z_km,tsec
-5189.642218311146,2777.254053438408,3918.462327571027,0.0
-5191.368092598209,2714.6023956746385,3959.862899959422,10.0
-5192.5086891209185,2651.644692106438,4000.817035173229,20.0
-5193.063879638715,2588.388040799624,4041.3201162907953,30.0
-5193.033602092746,2524.8395736060315,4081.36757739016,40.0
-5192.417860612685,2461.0064553526677,4120.954904067906,50.0
-5191.216725515937,2396.895883027088,4160.077633952088,60.0
-5189.430333299234,2332.5150849590827,4198.731357209164,70.0
-5187.058886622636,2267.8713199987747,4236.911717044899,80.0
-5184.102654285927,2202.971876691224,4274.614410199151,90.0
-5180.561971197398,2137.8240724476286,4311.835187434504,100.0
-5176.437238335047,2072.435252713235,4348.56985401868,110.0
-5171.728922700196,2006.812790132041,4384.814270200683,120.0
-5166.437557263494,1940.9640837083934,4420.5643516805985,130.0
-5160.563740903371,1874.8965579655871,4455.816070073022,140.0
-5154.108138336904,1808.6176621015484,4490.565453364052,150.0
-5147.071480043124,1742.1348691417236,4524.808586361765,160.0
-5139.454562178778,1675.4556750892452,4558.54161114018,170.0
-5131.258246486538,1608.5875980725054,4591.760727476606,180.0
-5122.483460195681,1541.5381774902123,4624.462193282344,190.0
-5113.131195915259,1474.314973154044,4656.642325026697,200.0
-5103.202511519754,1406.9255644289938,4688.297498154243,210.0
-5092.698530027242,1339.377549371513,4719.424147495283,220.0
-5081.6204394700835,1271.6785438655481,4750.018767669487,230.0
-5069.969492758164,1203.8361807565818,4780.0779134826225,240.0
-5057.747007534663,1135.8581089837596,4809.598200316358,250.0
-5044.954366024426,1067.751992710235,4838.576304511094,260.0
-5031.593014874915,999.5255104518103,4867.008963741757,270.0
-5017.664464989771,931.186354203979,4894.892977386537,280.0
-5003.1702913550125,862.7422285674859,4922.2252068885155,290.0
-4988.112132857891,794.2008498724955,4949.00257611014,300.0
-4972.4916920984115,725.5699453014698,4975.222071680508,310.0
-4956.31073519357,656.857252010871,5000.880743335422,320.0
-4939.571091574293,588.0705162517787,5025.975704250177,330.0
-4922.274653775148,519.2174924895343,5050.5041313650345,340.0
-4904.4233772168045,450.3059425225049,5074.463265703359,350.0
-4886.019279981317,381.3436346000917,5097.850412682367,360.0
-4867.064442580221,312.3383425400532,5120.662942416475,370.0
-4847.561007715492,243.2978448452799,5142.898290013173,380.0
-4827.511180033392,174.22992382010295,5164.553955861445,390.0
-4806.917225871221,105.14236468624776,5185.627505912641,400.0
-4785.78147299703,36.04295469853336,5206.1165719538385,410.0
-4764.106310342301,-33.0605177395741,5226.018851873592,420.0
-4741.894187727649,-102.16026396045714,5245.332109920099,430.0
-4719.147615581548,-171.24849591678145,5264.054176951717,440.0
-4695.869164652158,-240.3174270657738,5282.182950679823,450.0
-4672.061465712258,-309.3592732532307,5299.716395903981,460.0
-4647.727209257321,-378.3662535971609,5316.65254473939,470.0
-4622.869145196787,-447.3305913709599,5332.989496836597,480.0
