x_km,y_km,z_km,tsec
-5189.642218311146,2777.254053438408,3918.462327571027,0.0
-5191.358176932289,2714.6038224787694,3959.8693089673916,10.0
-5192.488858127449,2651.6475451478004,4000.8298518710076,20.0
-5193.0341340043515,2588.392318967045,4041.339338038852,30.0
-5192.993942863524,2524.845275268583,4081.39320022471,40.0
-5192.368289205425,2461.0135783840115,4120.986922698711,50.0
-5191.157243729936,2396.9044248296163,4160.116041760935,60.0
-5189.3609433282545,2332.5250424878445,4198.776146249022,70.0
-5186.9795910671555,2267.882689785173,4236.96287803975,80.0
-5184.013456165658,2202.9846548664696,4274.671932544502,90.0
-5180.462873964058,2137.8382547659335,4311.899059198565,100.0
-5176.3282458853755,2072.4508345747304,4348.640061944208,110.0
-5171.610039389187,2006.8297666054098,4384.890799707492,120.0
-5166.30878791786,1940.9824495531984,4420.647186868733,130.0
-5160.425090835205,1874.9163076542804,4455.905193726582,140.0
-5153.959613357545,1808.6387898411574,4490.660846955669,150.0
-5146.913086477196,1742.1573688951842,4524.910230057728,160.0
-5139.286306878407,1675.4795405963896,4558.649483806206,170.0
-5131.080136845719,1608.6128228706687,4591.874806684234,180.0
-5122.295504164809,1541.5647549344667,4624.5824553159755,190.0
-5112.93340201577,1474.3428964370296,4656.768744891249,200.0
-5102.994888858908,1406.9548266003528,4688.4300495834195,210.0
-5092.4810883130085,1339.4081433568988,4719.562802960467,220.0
-5081.393189026124,1271.7104624852054,4750.16349838922,230.0
-5069.73244453889,1203.8694167434858,4780.228689432696,240.0
-5057.500173140385,1135.8926550013075,4809.754990240487,250.0
-5044.697757716542,1067.7878413694727,4838.739075932168,260.0
-5031.326645591153,999.5626543281805,4867.1776829736655,270.0
-5017.388348359464,931.2247858535983,4895.067609546565,280.0
-5002.884441714395,862.7819405429215,4922.40571591029,290.0
-4987.816565265396,794.2418347380411,4949.188924757116,300.0
-4972.186422349968,725.6121956479182,4975.414221560001,310.0
-4955.9957798378755,656.9007604697574,5001.0786549131635,320.0
-4939.246467928062,588.1152755091066,5026.179336865387,330.0
-4921.940379938302,519.263495298959,5050.713443245999,340.0
-4904.079472087618,450.3531817179832,5074.678213983507,350.0
-4885.6657632714805,381.3921031079691,5098.070953416838,360.0
-4866.701334829826,312.38803339060877,5120.88903059915,370.0
-4847.188330307916,243.34875118369953,5143.129879594181,380.0
-4827.128955210071,174.2820389168833,5164.79099976511,390.0
-4806.525476746304,105.19568194703096,5185.869956055891,400.0
-4785.380223571893,36.09746767335756,5206.364379265016,410.0
-4763.695585519911,-33.00481534760947,5226.271966311706,420.0
-4741.474013326761,-102.1033782871132,5245.590480494469,430.0
-4718.7180183507435,-171.1904329291978,5264.317751742014,440.0
-4695.430172283679,-240.25819255558355,5282.451676856494,450.0
-4671.613106855645,-309.2988728302766,5299.990219749031,460.0
-4647.269513532844,-378.3046926838164,5316.931411667534,470.0
-4622.402143208644,-447.26787519705834,5333.273351416743,480.0
-4597.013805887833,-516.1806484843747,5349.0142055705,490.0
-4571.107370364124,-585.035246576195,5364.152208676221,500.0
-4544.685763890947,-653.8239103007556,5378.685663451544,510.0
-4517.751971845572,-722.5388881649706,5392.61294097313,520.0
-4490.309037386604,-791.1724372343277,5405.932480857597,530.0
-4462.360061104885,-859.7168240116813,5418.642791434568,540.0
-4433.908200667852,-928.1643253148729,5430.742449911823,550.0
-4404.956670457396,-996.5072291530422,5442.230102532526,560.0
-4375.508741201264,-1064.7378356015624,5453.104464724505,570.0
-4345.567739598032,-1132.8484576754615,5463.364321241601,580.0
-4315.137047935733,-1200.8314222012582,5473.008526297027,590.0
-4284.220103704139,-1268.6790706870934,5482.0360036887605,600.0
-4252.820399200793,-1336.3837601910632,5490.445746916941,610.0
-4220.94148113079,-1403.9378641876424,5498.236819293259,620.0
-4188.5869502003925,-1471.3337734321256,5505.408354042329,630.0
-4155.760460704515,-1538.5638968229362,5511.959554395045,640.0
-4122.465720108124,-1605.620662261761,5517.889693673895,650.0
-4088.7064886216153,-1672.4965175113616,5523.198115370234,660.0
-4054.4865787702056,-1739.1839310509993,5527.884233213514,670.0
-4019.8098549574042,-1805.6753929293477,5531.947531232462,680.0
-3984.6802330226114,-1871.963415614812,5535.387563808192,690.0
-3949.101679792894,-1938.0405348431418,5538.203955719256,700.0
-3913.0782126289914,-2003.899310462269,5540.3964021786405,710.0
-3876.6138989656215,-2069.5323272742203,5541.964668862683,720.0
-3839.712855846121,-2134.932195874069,5542.90859193193,730.0
-3802.379249451493,-2200.0915534857772,5543.228078043924,740.0
-3764.6172946239,-2265.003064794872,5542.923104357924,750.0
-3726.4312543846877,-2329.6594227778296,5541.993718531569,760.0
-3687.8254394469627,-2394.0533495280883,5540.440038709464,770.0
-3648.804207722819,-2458.1775970785934,5538.26225350373,780.0
-3609.3719638252373,-2522.024948220774,5535.460621966484,790.0
-3569.5331585647423,-2585.588217319871,5532.035473554289,800.0
-3529.29228844087,-2648.860251126499,5527.987208084549,810.0
-3488.653895128503,-2711.8339295843725,5523.316295683883,820.0
-3447.6225649591397,-2774.502166634096,5518.023276728478,830.0
-3406.2029283971497,-2836.85791101292,5512.108761776419,840.0
-3364.3996595111025,-2898.894147050381,5505.57343149203,850.0
-3322.2174754401944,-2960.603895459732,5498.418036562213,860.0
-3279.661135855877,-3021.980214125058,5490.643397604824,870.0
-3236.7354424187247,-3083.016198884028,5482.250405069066,880.0
-3193.44523823061,-3143.704984306133,5473.240019127949,890.0
-3149.795407282269,-3204.039744466387,5463.613269562812,900.0
-3105.7908738963,-3264.013693714347,5453.371255639922,910.0
-3061.4366021656715,-3323.6200874384112,5442.515145979177,920.0
-3016.7375953878104,-3382.8522228252664,5431.04617841493,930.0
-2971.6988954943345,-3441.7034396144404,5418.965659848946,940.0
-2926.3255824764888,-3500.167120847834,5406.274966095515,950.0
-2880.6227738063662,-3558.236693614182,5392.975541718749,960.0
-2834.5956238539784,-3615.905629788335,5379.068899862077,970.0
-2788.2493233002347,-3673.167446765295,5364.556622069962,980.0
-2741.589098545917,-3730.0157081889042,5349.440358101865,990.0
-2694.620211116695,-3786.444024675145,5333.721825738482,1000.0
-2647.347957064288,-3842.446054529899,5317.402810580279,1010.0
-2599.7776663638106,-3898.0155044611543,5300.485165838346,1020.0
-2551.914702307385,-3953.146130285561,5282.9708121176145,1030.0
-2503.764460894093,-4007.8317376292266,5264.861737192429,1040.0
-2455.3323702163566,-4062.066182622701,5246.159995774562,1050.0
-2406.6238898427623,-4115.843372590091,5226.86770927363,1060.0
-2357.6445101974864,-4169.157266732169,5206.987065550007,1070.0
-2308.3997519363206,-4222.0018768034615,5186.520318660228,1080.0
-2258.895165319405,-4274.371267783201,5165.469788594923,1090.0
-2209.1363295807355,-4326.259558540102,5143.837861009319,1100.0
-2159.1288522945283,-4377.660922490838,5121.626986946346,1110.0
-2108.878368738493,-4428.569588252213,5098.83968255238,1120.0
-2058.39054125412,-4478.9798402868755,5075.478528785649,1130.0
-2007.6710586040274,-4528.886019542588,5051.546171117364,1140.0
-1956.7256353264574,-4578.282524084919,5027.045319225566,1150.0
-1905.5600110870032,-4627.16380972331,5001.9787466818025,1160.0
-1854.1799500276209,-4675.524390630458,4976.349290630583,1170.0
-1802.5912401130258,-4723.3588399549235,4950.159851461719,1180.0
-1750.7996924745357,-4770.661790426928,4923.413392475577,1190.0
-1698.8111407514375,-4817.427934957229,4896.112939541258,1200.0
-1646.6314404299571,-4863.652027229072,4868.261580747776,1210.0
-1594.2664681799129,-4909.3288822830755,4839.862466048265,1220.0
-1541.722121189119,-4954.453377095067,4810.918806897267,1230.0
-1489.004316495624,-4999.02045114674,4781.433875881131,1240.0
-1436.1189903178617,-5043.02510698911,4751.411006341577,1250.0
-1383.0720973827886,-5086.462410798701,4720.853591992492,1260.0
-1329.8696102520853,-5129.327492926384,4689.765086529947,1270.0
-1276.517518646501,-5171.615548438843,4658.149003235562,1280.0
-1223.0218287684168,-5213.321837652568,4626.008914573186,1290.0
-1169.3885626227166,-5254.441686660366,4593.348451779016,1300.0
-1115.6237573360256,-5294.970487850279,4560.171304445142,1310.0
-1061.7334644744074,-5334.903700416897,4526.481220096613,1320.0
-1007.723749359589,-5374.236850865013,4492.282003762048,1330.0
-953.6006903838133,-5412.965533505514,4457.577517537861,1340.0
-899.3703783233603,-5451.085410943523,4422.371680146136,1350.0
-845.0389156508567,-5488.592214558691,4386.668466486231,1360.0
-790.6124158464208,-5525.48174497762,4350.4719071801355,1370.0
-736.0970027077369,-5561.749872538343,4313.786088111647,1380.0
-681.4988096591376,-5597.392537746824,4276.615149959438,1390.0
-626.8239790597696,-5632.405751725434,4238.963287724049,1400.0
-572.0786615109103,-5666.7855966533525,4200.834750248859,1410.0
-517.2690151625507,-5700.528226198839,4162.233839735129,1420.0
