x_km,y_km,z_km,tsec
-5189.642218311146,2777.254053438408,3918.462327571027,0.0
-5191.370393180909,2714.5871462433556,3959.871174543818,10.0
-5192.5132901509305,2651.614195027601,4000.8335835039197,20.0
-5193.070780929172,2588.3422996804375,4041.344936758133,30.0
-5193.0428034968,2524.77859391727,4081.4006676875365,40.0
-5192.429362114901,2460.9302444651553,4120.996261268449,50.0
-5191.230527323481,2396.80445024451,4160.127254587398,60.0
-5189.446435932801,2332.4084415471184,4198.789237350038,70.0
-5187.077291007007,2267.7494792104953,4236.977852383954,80.0
-5184.123361840086,2202.834853788742,4274.688796135285,90.0
-5180.584983924132,2137.671884719968,4311.917819159118,100.0
-5176.46255890994,2072.267919490401,4348.660726603597,110.0
-5171.756554559922,2006.6303327952528,4384.913378687663,120.0
-5166.4675046933635,1940.7665256964856,4420.671691172408,130.0
-5160.596009124014,1874.683924777537,4455.931635825957,140.0
-5154.142733590028,1808.3899812951354,4490.689240881828,150.0
-5147.108409676272,1741.8921703282933,4524.94059149074,160.0
-5139.493834728983,1675.1979899245816,4558.68183016577,170.0
-5131.299871762821,1608.314960243792,4591.909157220855,180.0
-5122.52744936031,1541.2506226990865,4624.618831202546,190.0
-5113.177561563674,1474.012539095739,4656.807169314999,200.0
-5103.2512677591085,1406.608290767573,4688.4705478381275,210.0
-5092.749692553457,1339.0454777111906,4719.605402538874,220.0
-5081.6740256433695,1271.3317177181152,4750.208229075565,230.0
-5070.025521676902,1203.4746455049276,4780.275583395275,240.0
-5057.805500107608,1135.4819118415244,4809.8040821241875,250.0
-5045.015345041135,1067.361182677579,4838.790402950878,260.0
-5031.6565050743375,999.1201382673358,4867.231285002492,270.0
-5017.730493126928,930.7664722928147,4895.12352921376,280.0
-5003.238886265708,862.307890985557,4922.463998688834,290.0
-4988.183325521366,793.7521122469993,4949.24961905586,300.0
-4972.565515697895,725.1068647675872,4975.477378814294,310.0
-4956.387225174647,656.3798871447403,5001.144329674879,320.0
-4939.650285701036,587.5789269997614,5026.24758689228,330.0
-4922.3565921839345,518.7117400938026,5050.784329590307,340.0
-4904.5081024677775,449.78608944300004,5074.751801079716,350.0
-4886.106837107411,380.8097444328668,5098.147309168534,360.0
-4867.154879133707,311.7904799320728,5120.968226464877,370.0
-4847.6543738119735,242.73607540568736,5143.2119906722355,380.0
-4827.607528393202,173.65431402802304,5164.876104877181,390.0
-4807.016611858168,104.5529817951608,5185.958137829468,400.0
-4785.883954654431,35.43986663727162,5206.455724214503,410.0
-4764.211948426255,-33.67724246914629,5226.366564918143,420.0
-4742.003045737496,-102.79055638904025,5245.6884272838,430.0
-4719.259759787478,-171.89228671644966,5264.419145361823,440.0
-4695.984664119915,-240.97464666193176,5282.556620151123,450.0
-4672.180392324876,-310.02985193967163,5300.0988198330215,460.0
-4647.849637733888,-379.0501216541503,5317.043779997304,470.0
-4622.995153108152,-448.0276791862881,5333.389603860425,480.0
-4597.619750319968,-516.9547530789342,5349.134462475885,490.0
-4571.72630002737,-585.8235779216226,5364.276594936719,500.0
-4545.317731342025,-654.6263952344655,5378.814308570095,510.0
-4518.397031490453,-723.3554543510998,5392.745979123993,520.0
-4490.967245468574,-792.0030133005688,5406.070050945953,530.0
-4463.031475689669,-860.5613396880423,5418.785037153867,540.0
-4434.592881625764,-929.0227115742607,5430.889519798805,550.0
-4405.654679442495,-997.3794183536177,5442.38215001984,560.0
-4376.220141627513,-1065.6237616307594,5453.2616481908935,570.0
-4346.29259661245,-1133.7480560956053,5463.526804059538,580.0
-4315.875428388511,-1201.7446303966822,5473.176476877786,590.0
-4284.972076115732,-1269.6058280126924,5482.209595524836,600.0
-4253.586033725966,-1337.3240081221625,5490.625158621759,610.0
-4221.72084951962,-1404.8915464711301,5498.42223463811,620.0
-4189.380125756226,-1472.3008362387272,5505.599961990501,630.0
-4156.567518238867,-1539.544288900565,5512.157549133046,640.0
-4123.286735892534,-1606.614335089839,5518.094274639754,650.0
-4089.5415403364505,-1673.5034254560253,5523.409487278807,660.0
-4055.3357454504203,-1740.2040315210843,5528.102606078741,670.0
-4020.6732169352636,-1806.7086465330815,5532.173120386528,680.0
-3985.5578718673796,-1873.0097863170913,5535.620589917544,690.0
-3949.9936782475015,-1939.0999901233247,5538.444644797423,700.0
-3913.9846545436944,-2004.9718214723566,5540.644985595804,710.0
-3877.5348692286625,-2070.617868997361,5542.221383351979,720.0
-3840.648440311405,-2136.030747283255,5543.173679592396,730.0
-3803.3295348632946,-2201.203097702676,5543.501786340091,740.0
-3765.582368538633,-2266.127589248637,5543.205686115983,750.0
-3727.411205089736,-2330.7969193638405,5542.2854319320895,760.0
-3688.8203558766168,-2395.2038147664944,5540.741147276625,770.0
-3649.814179371318,-2459.341032272569,5538.573026091018,780.0
-3610.397080656968,-2523.2013596143724,5535.7813327388385,790.0
-3570.573510921602,-2586.7776162553864,5532.36640196665,800.0
-3530.3479669468397,-2650.0626542012337,5528.328638856794,810.0
-3489.724990591439,-2713.0493588067043,5523.668518772102,820.0
-3448.7091682698447,-2775.730649578736,5518.386587292583,830.0
-3407.305130425735,-2838.0994809752724,5512.483460144043,840.0
-3365.517551000688,-2900.148843199893,5505.959823118711,850.0
-3323.3511468979855,-2961.871762992128,5498.816431987831,860.0
-3280.810677441652,-3023.2613044133736,5491.0541124062665,870.0
-3237.900943830778,-3084.310569628306,5482.673759809129,880.0
-3194.6267885891953,-3145.012699681728,5473.6763393004285,890.0
-3150.9930950105877,-3205.360875270723,5464.062885533791,900.0
-3107.0047865990678,-3265.3483175120737,5453.834502585239,910.0
-3062.666826505338,-3324.968288704817,5442.992363818064,920.0
-3017.9842169584567,-3384.214093087884,5431.537711739815,930.0
-2972.9619986933067,-3443.079077592705,5419.471857851404,940.0
-2927.605250373827,-3501.5566325907334,5406.796182488391,950.0
-2881.919088012085,-3559.6401926357626,5393.512134654423,960.0
-2835.908664383231,-3617.323237200989,5379.6212318468815,970.0
-2789.579168436451,-3674.5992914107205,5365.125059874759,980.0
-2742.935824701947,-3731.4619267666467,5350.02527266879,990.0
-2695.9838926940433,-3787.904761868594,5334.323592083848,1000.0
-2648.728666310469,-3843.9214631296936,5318.021807693659,1010.0
-2601.175473227919,-3899.5057454858634,5301.121776577852,1020.0
-2553.3296742939247,-3954.651373099542,5283.625423101359,1030.0
-2505.1966629151434,-4009.3521600575964,5265.534738686226,1040.0
-2456.7818644421236,-4063.601971063306,5246.851781575839,1050.0
-2408.0907355506197,-4117.394722122375,5227.578676591606,1060.0
-2359.1287636195266,-4170.724381222874,5207.717614882137,1070.0
-2309.90146610553,-4223.584969009052,5187.270853664944,1080.0
-2260.414389914505,-4275.970559448932,5166.240715960693,1090.0
