x_km,y_km,z_km,tsec
-5189.642218311146,2777.254053438408,3918.462327571027,0.0
-5191.3610941215275,2714.609882063711,3959.867590771318,10.0
-5192.494693044998,2651.6596640866414,4000.826416335733,20.0
-5193.0428876999,2588.4104967637895,4041.334186868412,30.0
-5193.005616865941,2524.86951112619,4081.3863359586917,40.0
-5192.38288549087,2461.0438711692927,4120.978348699523,50.0
-5191.174764689584,2396.940773039168,4160.10576219997,60.0
-5189.381391735643,2332.567444215032,4198.764166091752,70.0
-5187.002970045195,2267.9311426881886,4236.949203029736,80.0
-5184.039769153322,2203.0391561374913,4274.656569186371,90.0
-5180.492124682789,2137.8988011014017,4311.882014739933,100.0
-5176.360438305237,2072.517422146774,4348.621344356611,110.0
-5171.645177694795,2006.9023910344285,4384.8704176663105,120.0
-5166.3468764741065,1941.061105881633,4420.62514973214,130.0
-5160.466134152831,1875.0009903215866,4455.881511513547,140.0
-5154.003616058558,1808.7294926599986,4490.635530323015,150.0
-5146.9600532602035,1742.2540850288653,4524.883290276291,160.0
-5139.336242483848,1675.582262537545,4558.6209327360875,170.0
-5131.133046021073,1608.7215424212254,4591.8446567492,180.0
-5122.351391629768,1541.6794631868918,4624.550719477006,190.0
-5112.992272427439,1474.463583756883,4656.735436619267,200.0
-5103.0567467770425,1407.0814826101523,4688.395182831221,210.0
-5092.545938165319,1339.5407569213125,4719.526392133882,220.0
-5081.461035073693,1271.84902169759,4750.125558317532,230.0
-5069.803290841715,1204.0139089137674,4780.189235338325,240.0
-5057.574023523089,1136.0430666452326,4809.714037707991,250.0
-5044.774615734266,1067.9441581992196,4838.696640876571,260.0
-5031.406514495686,999.7248612443602,4867.133781608149,270.0
-5017.471231065606,931.3928669386337,4895.022258349533,280.0
-5002.970340766607,862.9558790558219,4922.358931591855,290.0
-4987.90548280476,794.421613110579,4949.1407242250325,300.0
-4972.278360081487,725.7977954822018,4975.364621885052,310.0
-4956.090738998128,657.0921625372193,5001.027673294063,320.0
-4939.344449253257,588.3124597508955,5026.126990593198,330.0
-4922.041383632765,519.4664408277512,5050.659749668114,340.0
-4904.183497792714,450.56186682120125,5074.623190467217,350.0
-4885.772810035015,381.6065052524193,5098.014617312509,360.0
-4866.811401075965,312.60812922853154,5120.8313992030535,370.0
-4847.301413807622,243.5745165602306,5143.070970111005,380.0
-4827.24505305211,174.5134488789271,5164.730829270175,390.0
-4806.644585308827,105.43271075353745,5185.808541457096,400.0
-4785.502338494638,36.34008880700523,5206.301737264571,410.0
-4763.820701677037,-32.756629167334665,5226.208113367655,420.0
-4741.6021248003435,-101.84965508944867,5245.525432782046,430.0
-4718.849118404961,-170.93120147624893,5264.251525114873,440.0
-4695.56425333971,-239.9934823250894,5282.384286807823,450.0
-4671.7501604673,-309.02871399701166,5299.921681372609,460.0
-4647.409530362956,-378.02911609963064,5316.861739618731,470.0
-4622.545113006241,-446.9869123695678,5333.2025598735245,480.0
-4597.159717466128,-515.894331554318,5348.942308194456,490.0
-4571.2562115793135,-584.7436082934609,5364.079218573642,500.0
-4544.837521621875,-653.5269839990984,5378.611593134599,510.0
-4517.90663197426,-722.2367077354332,5392.537802321155,520.0
-4490.466584779667,-790.8650370973745,5405.856285078538,530.0
-4462.520479595876,-859.4042390880622,5418.565549026618,540.0
-4434.071473040526,-927.8465909952391,5430.664170625263,550.0
-4405.122778429928,-996.1843812663287,5442.150795331823,560.0
-4375.677665411439,-1064.4099103821436,5453.024137750697,570.0
-4345.739459589426,-1132.5154917291222,5463.282981774979,580.0
-4315.311542144896,-1200.493452469975,5472.926180720177,590.0
-4284.397349448809,-1268.336134412664,5481.952657449977,600.0
-4253.000372669142,-1336.035894877599,5490.361404494044,610.0
-4221.124157371727,-1403.5851075629403,5498.1514841578555,620.0
-4188.772303114947,-1470.9761634079475,5505.322028624547,630.0
-4155.948463038293,-1538.2014714542322,5511.872240048755,640.0
-4122.656343444875,-1605.2534597048257,5517.801390642482,650.0
-4088.899703377907,-1672.1245759809894,5523.108822752915,660.0
-4054.682354191224,-1738.8072887766373,5527.793948932265,670.0
-4020.008159113903,-1805.2940881102752,5531.8562519995485,680.0
-3984.8810328089903,-1871.5774863743889,5535.295285094364,690.0
-3949.3049409264577,-1937.6500191821356,5538.110671722622,700.0
-3913.283899650372,-2003.5042462112947,5540.302105794246,710.0
-3876.8219752403775,-2069.132752045331,5541.869351652837,720.0
-3839.9232835675307,-2134.5281470115115,5542.812244097292,730.0
-3802.5919896445407,-2199.683068015957,5543.130688395387,740.0
-3764.832307150472,-2264.590179375544,5542.824660289321,750.0
-3726.6484979499733,-2329.2421736465553,5541.894205993227,760.0
-3688.0448716070764,-2393.631772450001,5540.33944218264,770.0
-3649.025784893644,-2457.751727293472,5538.160555975944,780.0
-3609.5956412924957,-2521.594820389499,5535.357804907786,790.0
-3569.7588904953,-2585.1538654702554,5531.931516894473,800.0
-3529.5200278952657,-2648.4217085985656,5527.8820901913505,810.0
-3488.883594074726,-2711.3912289750892,5523.209993342182,820.0
-3447.8541742876337,-2774.055339741602,5517.915765120525,830.0
-3406.4363979370696,-2836.406988780299,5512.000014463113,840.0
-3364.634938047795,-2898.439159508991,5505.463420395272,850.0
-3322.454510733928,-2960.1448716721484,5498.306731948353,860.0
-3279.8998746618076,-3021.5171821276595,5490.53076806923,870.0
-3236.975830508094,-3082.5491856292497,5482.136417521825,880.0
-3193.6872204131787,-3143.2340156044547,5473.124638780736,890.0
-3150.038927429979,-3203.564844928058,5463.496459916935,900.0
-3106.03587496816,-3263.534886690913,5453.252978475562,910.0
-3061.683026233866,-3323.1373949640683,5442.395361345854,920.0
-3016.985383665023,-3382.3656655580803,5430.924844623204,930.0
-2971.9479883622766,-3441.2130367774757,5418.842733463364,940.0
-2926.575919515632,-3499.672890170232,5406.150401928843,950.0
-2880.8742938268706,-3557.7386512722123,5392.8492928274745,960.0
-2834.8482649277958,-3615.4037903464937,5378.94091754323,970.0
-2788.503022794399,-3672.661823117439,5364.426855859243,980.0
-2741.843793156992,-3729.5063114995173,5349.308755773111,990.0
-2694.875836906388,-3785.9308643207182,5333.588333304478,1000.0
-2647.604449496189,-3841.929138040522,5317.267372294919,1010.0
-2600.0349603412783,-3897.4948374623173,5300.347724200184,1020.0
-2552.172732212544,-3952.6217164402174,5282.8313078747715,1030.0
-2504.0231606279435,-4007.303578580163,5264.720109348919,1040.0
-2455.591673239959,-4061.534277935258,5246.016181597999,1050.0
-2406.8837292195167,-4115.307719695257,5226.721644304362,1060.0
-2357.904818636464,-4168.617860870101,5206.838683611667,1070.0
-2308.6604618366305,-4221.458710967484,5186.369551871704,1080.0
-2259.156208815605,-4273.824332664288,5165.316567383777,1090.0
-2209.3976385892397,-4325.708842471917,5143.682114126634,1100.0
-2159.3903585610096,-4377.1064113953635,5121.468641483035,1110.0
-2109.1400038862625,-4428.011265585982,5098.678663956928,1120.0
-2058.6522368334527,-4478.4176869879,5075.3147608833315,1130.0
-2007.9327461424227,-4528.320013977966,5051.3795761308975,1140.0
-1956.9872463798151,-4577.712641999187,5026.875817797251,1150.0
-1905.821477291684,-4626.590024187593,5001.806257897096,1160.0
-1854.4412031533827,-4674.946671992424,4976.173732043156,1170.0
-1802.8522121167991,-4722.777155789611,4949.981139119974,1180.0
-1751.0603155550277,-4770.07610548846,4923.231440950616,1190.0
-1699.0713474045315,-4816.838211131475,4895.9276619563225,1200.0
-1646.8911635048887,-4863.058223487276,4868.072888809139,1210.0
-1594.5256409361966,-4908.730954636503,4839.6702700775795,1220.0
-1541.9806773541982,-4953.851278550692,4810.723015865363,1230.0
-1489.262190323218,-4998.414131664029,4781.234397443254,1240.0
-1436.3761166469958,-5042.414513437921,4751.2077468740845,1250.0
-1383.3284116974526,-5085.847486918342,4720.646456630951,1260.0
-1330.125048741519,-5128.708179285875,4689.553979208689,1270.0
-1276.7720182660762,-5170.991782398392,4657.933826728637,1280.0
-1223.2753273010696,-5212.693553326328,4625.78957053673,1290.0
-1169.6409987409218,-5253.808814880472,4593.124840795024,1300.0
-1115.875070664265,-5294.332956132235,4559.943326066618,1310.0
-1061.983595652119,-5334.261432926331,4526.248772894105,1320.0
-1007.9726401045654,-5373.589768385802,4492.044985371547,1330.0
-953.8482835559944,-5412.31355340938,4457.335824710047,1340.0
-899.6166179890345,-5450.428447161055,4422.125208796978,1350.0
-845.283747147188,-5487.930177551894,4386.417111748892,1360.0
-790.8557858463092,-5524.81454171396,4350.215563458193,1370.0
-736.3388592849708,-5561.0774064663565,4313.524649133618,1380.0
-681.7391023537878,-5596.714708773321,4276.348508834567,1390.0
-627.062658943808,-5631.722456194306,4238.6913369993545,1400.0
-572.3156812540349,-5666.096727326007,4200.557381967437,1410.0
-517.5043290981438,-5699.833672236319,4161.950945495654,1420.0
-462.63476921049676,-5732.9295128901385,4122.8763822685705,1430.0
-407.7131745515162,-5765.380543566978,4083.338099402946,1440.0
-352.74572361250824,-5797.183131270359,4043.340555946417,1450.0
-297.73859972000554,-5828.33371612893,4002.8882623704303,1460.0
-242.69799033970756,-5858.828811789274,3961.9857800574955,1470.0
-187.63008638011217,-5888.665005800363,3920.6377207828286,1480.0
-132.541081495886,-5917.838959989619,3878.8487461904133,1490.0
-77.43717139109242,-5946.34741083054,3836.6235672635853,1500.0
-22.324553122325007,-5974.187169801854,3793.9669437901703,1510.0
32.79057559817259,-6001.35512373818,3750.8836838222405,1520.0
87.90201709930179,-6027.848235172127,3707.3786431305703,1530.0
143.00357444775804,-6053.663542667834,3663.4567246538445,1540.0
198.0890521444592,-6078.798161145879,3619.1228779426688,1550.0
253.15225682065577,-6103.24928219956,3574.3820985984767,1560.0
308.18699793366847,-6127.014174402498,3529.2394277073695,1570.0
363.18708846215793,-6150.0901836075245,3483.699951268974,1580.0
418.1463456008455,-6172.474733236835,3437.768799620381,1590.0
473.05859145463705,-6194.165324563384,3391.4511468552137,1600.0
527.9176537320335,-6215.159536983474,3344.7522102379226,1610.0
582.7173664377783,-6235.45502828054,3297.67724961335,1620.0
637.4515705646533,-6255.049534880069,3250.2315668116403,1630.0
692.1141147843431,-6273.9408720956635,3202.4205050485757,1640.0
746.6988561373058,-6292.126934366202,3154.2494483213786,1650.0
801.1996607215561,-6309.605695484087,3105.723820800085,1660.0
855.6104043802903,-6326.375208814544,3056.84908621453,1670.0
909.9249733882909,-6342.433607505972,3007.630747237023,1680.0
964.1372651369983,-6357.779104691302,2958.074344860811,1690.0
1018.2411888182269,-6372.409993680368,2908.1854577743406,1700.0
1072.2306661063992,-6386.3246481432525,2857.9697017314566,1710.0
1126.0996318392433,-6399.521522284596,2807.4327289175712,1720.0
1179.8420346968999,-6411.999151008871,2756.580227311872,1730.0
1233.4518378793143,-6423.756150076579,2705.417920045674,1740.0
1286.9230197818952,-6434.791216251368,2653.9515647569456,1750.0
1340.2495746693128,-6445.10312743807,2602.186952941124,1760.0
1393.4255133474012,-6454.690742811638,2550.1299092982717,1770.0
1446.4448638330791,-6463.55300293695,2497.7862910766326,1780.0
1499.301672022204,-6471.6889298795095,2445.1619874126995,1790.0
1551.9900023552962,-6479.097627307012,2392.2629186678487,1800.0
1604.503938481068,-6485.778280581763,2339.095035761599,1810.0
1656.8375839176629,-6491.730156843962,2285.6643195016104,1820.0
1708.9850627115597,-6496.952605085823,2231.9767799104566,1830.0
1760.940520094044,-6501.445056216559,2178.0384555492765,1840.0
1812.698123135184,-6505.2070231181815,2123.8554128383767,1850.0
1864.252061395261,-6508.238100692155,2069.433745374835,1860.0
1915.5965475735306,-6510.537965896886,2014.7795732472332,1870.0
1966.725818154318,-6512.106377776043,1959.8990423475282,1880.0
2017.6341340502975,-6512.943177477713,1904.7983236802102,1890.0
2068.3157812429436,-6513.048288264403,1849.483612668776,1900.0
2118.7650714200677,-6512.421715513871,1793.9611284596044,1910.0
2168.97634261036,-6511.063546710807,1738.2371132233272,1920.0
2218.943959814873,-6508.973951429361,1682.3178314537688,1930.0
2268.6623156353894,-6506.153181306517,1626.2095692645114,1940.0
2318.1258308995943,-6502.601570006343,1569.9186336831979,1950.0
2367.328955282978,-6498.3195331750885,1513.4513519436339,1960.0
2416.266167927428,-6493.30756838717,1456.8140707757507,1970.0
2464.9319780564083,-6487.566255082034,1400.0131556935517,1980.0
2513.32092558669,-6481.096254491924,1343.054990281079,1990.0
2561.4275817365433,-6473.898309560537,1285.9459754765041,2000.0
2609.24654963035,-6465.9732448526165,1228.6925288544069,2010.0
2656.772464899538,-6457.321966454468,1171.3010839063493,2020.0
2703.999996279807,-6447.945461865419,1113.7780893197864,2030.0
2750.9238462045623,-6437.844799880244,1056.1300082554194,2040.0
2797.5387513944984,-6427.021130462564,998.3633176230605,2050.0
2843.8394834432534,-6415.47568460924,940.4845073561152,2060.0
2889.8208493990983,-6403.209774205784,882.5000796847169,2070.0
2935.477692342595,-6390.22479187279,824.4165484076143,2080.0
2980.804891960111,-6376.52221080343,766.2404381629394,2090.0
3025.79736511322,-6362.103584592009,707.9782836978308,2100.0
3070.450066403836,-6346.970547053624,649.6366291371107,2110.0
3114.757988735079,-6331.124812034932,591.222027251011,2120.0
3158.716163867792,-6314.5681732160665,532.7410387220667,2130.0
3202.319662972652,-6297.302503903709,474.2002314112459,2140.0
3245.5635971778065,-6279.329756815363,415.60617962341666,2150.0
3288.4431181119903,-6260.651963854831,356.96546337219974,2160.0
3330.9534184430745,-6241.271235878954,298.2846676443041,2170.0
3373.089732411946,-6221.1897624555995,239.5703816634374,2180.0
3414.8473363617222,-6200.409811612982,180.8291981538499,2190.0
3456.2215492621735,-6178.933729580288,122.06771260362503,2200.0
3497.2077332293907,-6156.763940519681,63.292522527727265,2210.0
3537.801294040526,-6133.902946249694,4.5102267310022714,2220.0
3577.9976816436583,-6110.353325960063,-54.27257542890138,2230.0
3617.7923906626756,-6086.117735917993,-113.04928477856649,2240.0
3657.1809608971093,-6061.198909165963,-171.8133030656677,2250.0
3696.158977816916,-6035.599655211029,-230.55803369567187,2260.0
3734.722073052107,-6009.322859705704,-289.2768824682266,2270.0
3772.865924877198,-5982.371484120458,-347.9632583131716,2280.0
3810.586258690421,-5954.748565407844,-406.6105740261203,2290.0
3847.8788474876565,-5926.457215658313,-465.2122470035006,2300.0
3884.7395123310116,-5897.5006217477585,-523.7616999769805,2310.0
3921.1641228120257,-5867.882044976816,-582.2523617472093,2320.0
3957.148597509426,-5837.604820701979,-640.6776679167868,2330.0
3992.6889044414206,-5806.672357958538,-699.0310616223971,2340.0
4027.781061512426,-5775.088139075444,-757.3059942659811,2350.0
4062.4211369542368,-5742.855719282083,-815.4959262449237,2360.0
4096.605249761574,-5709.978726307035,-873.5943276811646,2370.0
4130.329570121933,-5676.46085996887,-931.5946791491008,2380.0
4163.590319839742,-5642.305891758999,-989.4904724022816,2390.0
4196.383772754743,-5607.517664416656,-1047.2752110987685,2400.0
4228.706255154564,-5572.100091496045,-1104.9424115250713,2410.0
4260.554146181447,-5536.05715692571,-1162.485603318629,2420.0
4291.923878233082,-5499.392914560152,-1219.8983301887195,2430.0
4322.811937357502,-5462.111487723783,-1277.1741506357298,2440.0
4353.214863641999,-5424.217068747243,-1334.3066386687085,2450.0
4383.129251596026,-5385.713918496136,-1391.2893845211236,2460.0
4412.551750528046,-5346.606365892233,-1448.1159953647675,2470.0
4441.47906491626,-5306.898807427218,-1504.7800960216748,2480.0
4469.90795477323,-5266.595706668995,-1561.2753296740607,2490.0
4497.835236004299,-5225.701593760649,-1617.5953585721243,2500.0
4525.257780759814,-5184.221064912099,-1673.7338647396766,2510.0
4552.1725177810895,-5142.158781884478,-1729.684550677539,2520.0
4578.576432740092,-5099.519471467349,-1785.4411400645824,2530.0
4604.4665685728005,-5056.307924948764,-1840.9973784563756,2540.0
